keyword,search_volume,competition,competition_level,cpc,monthly_searches
lentil production by country,30,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 30}, {'year': 2025, 'month': 5, 'search_volume': 30}, {'year': 2025, 'month': 4, 'search_volume': 40}, {'year': 2025, 'month': 3, 'search_volume': 50}, {'year': 2025, 'month': 2, 'search_volume': 40}, {'year': 2025, 'month': 1, 'search_volume': 40}, {'year': 2024, 'month': 12, 'search_volume': 20}, {'year': 2024, 'month': 11, 'search_volume': 20}, {'year': 2024, 'month': 10, 'search_volume': 30}, {'year': 2024, 'month': 9, 'search_volume': 20}, {'year': 2024, 'month': 8, 'search_volume': 30}, {'year': 2024, 'month': 7, 'search_volume': 10}]"
lentil sauce,260,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 260}, {'year': 2025, 'month': 5, 'search_volume': 260}, {'year': 2025, 'month': 4, 'search_volume': 260}, {'year': 2025, 'month': 3, 'search_volume': 320}, {'year': 2025, 'month': 2, 'search_volume': 260}, {'year': 2025, 'month': 1, 'search_volume': 260}, {'year': 2024, 'month': 12, 'search_volume': 210}, {'year': 2024, 'month': 11, 'search_volume': 210}, {'year': 2024, 'month': 10, 'search_volume': 260}, {'year': 2024, 'month': 9, 'search_volume': 260}, {'year': 2024, 'month': 8, 'search_volume': 260}, {'year': 2024, 'month': 7, 'search_volume': 320}]"
lentil soup diet,110,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 70}, {'year': 2025, 'month': 5, 'search_volume': 70}, {'year': 2025, 'month': 4, 'search_volume': 110}, {'year': 2025, 'month': 3, 'search_volume': 90}, {'year': 2025, 'month': 2, 'search_volume': 110}, {'year': 2025, 'month': 1, 'search_volume': 140}, {'year': 2024, 'month': 12, 'search_volume': 70}, {'year': 2024, 'month': 11, 'search_volume': 110}, {'year': 2024, 'month': 10, 'search_volume': 90}, {'year': 2024, 'month': 9, 'search_volume': 110}, {'year': 2024, 'month': 8, 'search_volume': 90}, {'year': 2024, 'month': 7, 'search_volume': 260}]"
lentil soup egyptian,590,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 260}, {'year': 2025, 'month': 5, 'search_volume': 390}, {'year': 2025, 'month': 4, 'search_volume': 480}, {'year': 2025, 'month': 3, 'search_volume': 880}, {'year': 2025, 'month': 2, 'search_volume': 720}, {'year': 2025, 'month': 1, 'search_volume': 880}, {'year': 2024, 'month': 12, 'search_volume': 720}, {'year': 2024, 'month': 11, 'search_volume': 590}, {'year': 2024, 'month': 10, 'search_volume': 720}, {'year': 2024, 'month': 9, 'search_volume': 590}, {'year': 2024, 'month': 8, 'search_volume': 390}, {'year': 2024, 'month': 7, 'search_volume': 390}]"
lentil soup for weight loss,390,LOW,,1.53,"[{'year': 2025, 'month': 6, 'search_volume': 390}, {'year': 2025, 'month': 5, 'search_volume': 480}, {'year': 2025, 'month': 4, 'search_volume': 480}, {'year': 2025, 'month': 3, 'search_volume': 720}, {'year': 2025, 'month': 2, 'search_volume': 390}, {'year': 2025, 'month': 1, 'search_volume': 480}, {'year': 2024, 'month': 12, 'search_volume': 260}, {'year': 2024, 'month': 11, 'search_volume': 210}, {'year': 2024, 'month': 10, 'search_volume': 260}, {'year': 2024, 'month': 9, 'search_volume': 260}, {'year': 2024, 'month': 8, 'search_volume': 170}, {'year': 2024, 'month': 7, 'search_volume': 170}]"
lentil soup lebanese,1900,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 1300}, {'year': 2025, 'month': 5, 'search_volume': 1300}, {'year': 2025, 'month': 4, 'search_volume': 1600}, {'year': 2025, 'month': 3, 'search_volume': 2400}, {'year': 2025, 'month': 2, 'search_volume': 2400}, {'year': 2025, 'month': 1, 'search_volume': 3600}, {'year': 2024, 'month': 12, 'search_volume': 2400}, {'year': 2024, 'month': 11, 'search_volume': 1900}, {'year': 2024, 'month': 10, 'search_volume': 1900}, {'year': 2024, 'month': 9, 'search_volume': 1300}, {'year': 2024, 'month': 8, 'search_volume': 1000}, {'year': 2024, 'month': 7, 'search_volume': 880}]"
lentil soup ottolenghi,170,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 90}, {'year': 2025, 'month': 5, 'search_volume': 110}, {'year': 2025, 'month': 4, 'search_volume': 140}, {'year': 2025, 'month': 3, 'search_volume': 210}, {'year': 2025, 'month': 2, 'search_volume': 260}, {'year': 2025, 'month': 1, 'search_volume': 320}, {'year': 2024, 'month': 12, 'search_volume': 260}, {'year': 2024, 'month': 11, 'search_volume': 260}, {'year': 2024, 'month': 10, 'search_volume': 210}, {'year': 2024, 'month': 9, 'search_volume': 140}, {'year': 2024, 'month': 8, 'search_volume': 70}, {'year': 2024, 'month': 7, 'search_volume': 70}]"
lentil soup thermomix,20,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 10}, {'year': 2025, 'month': 5, 'search_volume': 10}, {'year': 2025, 'month': 4, 'search_volume': 20}, {'year': 2025, 'month': 3, 'search_volume': 20}, {'year': 2025, 'month': 2, 'search_volume': 30}, {'year': 2025, 'month': 1, 'search_volume': 30}, {'year': 2024, 'month': 12, 'search_volume': 20}, {'year': 2024, 'month': 11, 'search_volume': 20}, {'year': 2024, 'month': 10, 'search_volume': 20}, {'year': 2024, 'month': 9, 'search_volume': 10}, {'year': 2024, 'month': 8, 'search_volume': 10}, {'year': 2024, 'month': 7, 'search_volume': 20}]"
lentil soup with potatoes,1600,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 1000}, {'year': 2025, 'month': 5, 'search_volume': 1000}, {'year': 2025, 'month': 4, 'search_volume': 1600}, {'year': 2025, 'month': 3, 'search_volume': 1900}, {'year': 2025, 'month': 2, 'search_volume': 2400}, {'year': 2025, 'month': 1, 'search_volume': 3600}, {'year': 2024, 'month': 12, 'search_volume': 2400}, {'year': 2024, 'month': 11, 'search_volume': 2400}, {'year': 2024, 'month': 10, 'search_volume': 1900}, {'year': 2024, 'month': 9, 'search_volume': 1300}, {'year': 2024, 'month': 8, 'search_volume': 1000}, {'year': 2024, 'month': 7, 'search_volume': 880}]"
lentil soup with spinach,1600,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 880}, {'year': 2025, 'month': 5, 'search_volume': 1000}, {'year': 2025, 'month': 4, 'search_volume': 1600}, {'year': 2025, 'month': 3, 'search_volume': 1900}, {'year': 2025, 'month': 2, 'search_volume': 1900}, {'year': 2025, 'month': 1, 'search_volume': 2900}, {'year': 2024, 'month': 12, 'search_volume': 1900}, {'year': 2024, 'month': 11, 'search_volume': 1900}, {'year': 2024, 'month': 10, 'search_volume': 2900}, {'year': 2024, 'month': 9, 'search_volume': 1900}, {'year': 2024, 'month': 8, 'search_volume': 1000}, {'year': 2024, 'month': 7, 'search_volume': 880}]"
lentil spinach,590,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 390}, {'year': 2025, 'month': 5, 'search_volume': 480}, {'year': 2025, 'month': 4, 'search_volume': 480}, {'year': 2025, 'month': 3, 'search_volume': 590}, {'year': 2025, 'month': 2, 'search_volume': 590}, {'year': 2025, 'month': 1, 'search_volume': 720}, {'year': 2024, 'month': 12, 'search_volume': 480}, {'year': 2024, 'month': 11, 'search_volume': 390}, {'year': 2024, 'month': 10, 'search_volume': 480}, {'year': 2024, 'month': 9, 'search_volume': 880}, {'year': 2024, 'month': 8, 'search_volume': 480}, {'year': 2024, 'month': 7, 'search_volume': 480}]"
lentil split pea soup,590,LOW,,0.23,"[{'year': 2025, 'month': 6, 'search_volume': 320}, {'year': 2025, 'month': 5, 'search_volume': 480}, {'year': 2025, 'month': 4, 'search_volume': 590}, {'year': 2025, 'month': 3, 'search_volume': 590}, {'year': 2025, 'month': 2, 'search_volume': 720}, {'year': 2025, 'month': 1, 'search_volume': 1300}, {'year': 2024, 'month': 12, 'search_volume': 1000}, {'year': 2024, 'month': 11, 'search_volume': 880}, {'year': 2024, 'month': 10, 'search_volume': 720}, {'year': 2024, 'month': 9, 'search_volume': 480}, {'year': 2024, 'month': 8, 'search_volume': 390}, {'year': 2024, 'month': 7, 'search_volume': 320}]"
lentil spread,90,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 110}, {'year': 2025, 'month': 5, 'search_volume': 90}, {'year': 2025, 'month': 4, 'search_volume': 90}, {'year': 2025, 'month': 3, 'search_volume': 110}, {'year': 2025, 'month': 2, 'search_volume': 90}, {'year': 2025, 'month': 1, 'search_volume': 170}, {'year': 2024, 'month': 12, 'search_volume': 70}, {'year': 2024, 'month': 11, 'search_volume': 50}, {'year': 2024, 'month': 10, 'search_volume': 70}, {'year': 2024, 'month': 9, 'search_volume': 70}, {'year': 2024, 'month': 8, 'search_volume': 90}, {'year': 2024, 'month': 7, 'search_volume': 70}]"
lentil tomato sauce,260,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 260}, {'year': 2025, 'month': 5, 'search_volume': 260}, {'year': 2025, 'month': 4, 'search_volume': 320}, {'year': 2025, 'month': 3, 'search_volume': 320}, {'year': 2025, 'month': 2, 'search_volume': 260}, {'year': 2025, 'month': 1, 'search_volume': 320}, {'year': 2024, 'month': 12, 'search_volume': 210}, {'year': 2024, 'month': 11, 'search_volume': 260}, {'year': 2024, 'month': 10, 'search_volume': 260}, {'year': 2024, 'month': 9, 'search_volume': 260}, {'year': 2024, 'month': 8, 'search_volume': 260}, {'year': 2024, 'month': 7, 'search_volume': 320}]"
lentil tomato soup,1900,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 880}, {'year': 2025, 'month': 5, 'search_volume': 1000}, {'year': 2025, 'month': 4, 'search_volume': 1300}, {'year': 2025, 'month': 3, 'search_volume': 1600}, {'year': 2025, 'month': 2, 'search_volume': 2400}, {'year': 2025, 'month': 1, 'search_volume': 3600}, {'year': 2024, 'month': 12, 'search_volume': 3600}, {'year': 2024, 'month': 11, 'search_volume': 4400}, {'year': 2024, 'month': 10, 'search_volume': 1900}, {'year': 2024, 'month': 9, 'search_volume': 2400}, {'year': 2024, 'month': 8, 'search_volume': 1000}, {'year': 2024, 'month': 7, 'search_volume': 880}]"
lentil varieties,170,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 110}, {'year': 2025, 'month': 5, 'search_volume': 140}, {'year': 2025, 'month': 4, 'search_volume': 170}, {'year': 2025, 'month': 3, 'search_volume': 170}, {'year': 2025, 'month': 2, 'search_volume': 210}, {'year': 2025, 'month': 1, 'search_volume': 260}, {'year': 2024, 'month': 12, 'search_volume': 170}, {'year': 2024, 'month': 11, 'search_volume': 170}, {'year': 2024, 'month': 10, 'search_volume': 140}, {'year': 2024, 'month': 9, 'search_volume': 140}, {'year': 2024, 'month': 8, 'search_volume': 140}, {'year': 2024, 'month': 7, 'search_volume': 110}]"
lentil vegetable,590,LOW,,0.15,"[{'year': 2025, 'month': 6, 'search_volume': 480}, {'year': 2025, 'month': 5, 'search_volume': 590}, {'year': 2025, 'month': 4, 'search_volume': 590}, {'year': 2025, 'month': 3, 'search_volume': 590}, {'year': 2025, 'month': 2, 'search_volume': 590}, {'year': 2025, 'month': 1, 'search_volume': 880}, {'year': 2024, 'month': 12, 'search_volume': 590}, {'year': 2024, 'month': 11, 'search_volume': 590}, {'year': 2024, 'month': 10, 'search_volume': 590}, {'year': 2024, 'month': 9, 'search_volume': 590}, {'year': 2024, 'month': 8, 'search_volume': 480}, {'year': 2024, 'month': 7, 'search_volume': 480}]"
lentil veggie soup,4400,LOW,,0.27,"[{'year': 2025, 'month': 6, 'search_volume': 2400}, {'year': 2025, 'month': 5, 'search_volume': 2900}, {'year': 2025, 'month': 4, 'search_volume': 3600}, {'year': 2025, 'month': 3, 'search_volume': 4400}, {'year': 2025, 'month': 2, 'search_volume': 5400}, {'year': 2025, 'month': 1, 'search_volume': 8100}, {'year': 2024, 'month': 12, 'search_volume': 5400}, {'year': 2024, 'month': 11, 'search_volume': 5400}, {'year': 2024, 'month': 10, 'search_volume': 5400}, {'year': 2024, 'month': 9, 'search_volume': 4400}, {'year': 2024, 'month': 8, 'search_volume': 2900}, {'year': 2024, 'month': 7, 'search_volume': 2400}]"
lentil water,390,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 260}, {'year': 2025, 'month': 5, 'search_volume': 260}, {'year': 2025, 'month': 4, 'search_volume': 480}, {'year': 2025, 'month': 3, 'search_volume': 390}, {'year': 2025, 'month': 2, 'search_volume': 480}, {'year': 2025, 'month': 1, 'search_volume': 390}, {'year': 2024, 'month': 12, 'search_volume': 320}, {'year': 2024, 'month': 11, 'search_volume': 390}, {'year': 2024, 'month': 10, 'search_volume': 390}, {'year': 2024, 'month': 9, 'search_volume': 320}, {'year': 2024, 'month': 8, 'search_volume': 260}, {'year': 2024, 'month': 7, 'search_volume': 320}]"
lentils and carrots,320,LOW,,0.04,"[{'year': 2025, 'month': 6, 'search_volume': 260}, {'year': 2025, 'month': 5, 'search_volume': 260}, {'year': 2025, 'month': 4, 'search_volume': 320}, {'year': 2025, 'month': 3, 'search_volume': 480}, {'year': 2025, 'month': 2, 'search_volume': 390}, {'year': 2025, 'month': 1, 'search_volume': 390}, {'year': 2024, 'month': 12, 'search_volume': 260}, {'year': 2024, 'month': 11, 'search_volume': 260}, {'year': 2024, 'month': 10, 'search_volume': 320}, {'year': 2024, 'month': 9, 'search_volume': 260}, {'year': 2024, 'month': 8, 'search_volume': 260}, {'year': 2024, 'month': 7, 'search_volume': 260}]"
lentils and coconut milk,590,LOW,,0.62,"[{'year': 2025, 'month': 6, 'search_volume': 480}, {'year': 2025, 'month': 5, 'search_volume': 480}, {'year': 2025, 'month': 4, 'search_volume': 590}, {'year': 2025, 'month': 3, 'search_volume': 720}, {'year': 2025, 'month': 2, 'search_volume': 590}, {'year': 2025, 'month': 1, 'search_volume': 720}, {'year': 2024, 'month': 12, 'search_volume': 720}, {'year': 2024, 'month': 11, 'search_volume': 480}, {'year': 2024, 'month': 10, 'search_volume': 590}, {'year': 2024, 'month': 9, 'search_volume': 480}, {'year': 2024, 'month': 8, 'search_volume': 480}, {'year': 2024, 'month': 7, 'search_volume': 590}]"
lentils and kale,320,LOW,,0.05,"[{'year': 2025, 'month': 6, 'search_volume': 260}, {'year': 2025, 'month': 5, 'search_volume': 260}, {'year': 2025, 'month': 4, 'search_volume': 320}, {'year': 2025, 'month': 3, 'search_volume': 320}, {'year': 2025, 'month': 2, 'search_volume': 390}, {'year': 2025, 'month': 1, 'search_volume': 390}, {'year': 2024, 'month': 12, 'search_volume': 320}, {'year': 2024, 'month': 11, 'search_volume': 320}, {'year': 2024, 'month': 10, 'search_volume': 320}, {'year': 2024, 'month': 9, 'search_volume': 320}, {'year': 2024, 'month': 8, 'search_volume': 320}, {'year': 2024, 'month': 7, 'search_volume': 320}]"
lentils and mushrooms,480,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 390}, {'year': 2025, 'month': 5, 'search_volume': 390}, {'year': 2025, 'month': 4, 'search_volume': 480}, {'year': 2025, 'month': 3, 'search_volume': 590}, {'year': 2025, 'month': 2, 'search_volume': 480}, {'year': 2025, 'month': 1, 'search_volume': 590}, {'year': 2024, 'month': 12, 'search_volume': 390}, {'year': 2024, 'month': 11, 'search_volume': 390}, {'year': 2024, 'month': 10, 'search_volume': 480}, {'year': 2024, 'month': 9, 'search_volume': 480}, {'year': 2024, 'month': 8, 'search_volume': 390}, {'year': 2024, 'month': 7, 'search_volume': 390}]"
lentils and onions,140,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 90}, {'year': 2025, 'month': 5, 'search_volume': 140}, {'year': 2025, 'month': 4, 'search_volume': 140}, {'year': 2025, 'month': 3, 'search_volume': 170}, {'year': 2025, 'month': 2, 'search_volume': 170}, {'year': 2025, 'month': 1, 'search_volume': 170}, {'year': 2024, 'month': 12, 'search_volume': 90}, {'year': 2024, 'month': 11, 'search_volume': 140}, {'year': 2024, 'month': 10, 'search_volume': 140}, {'year': 2024, 'month': 9, 'search_volume': 140}, {'year': 2024, 'month': 8, 'search_volume': 140}, {'year': 2024, 'month': 7, 'search_volume': 140}]"
lentils and pasta,9900,HIGH,,0.31,"[{'year': 2025, 'month': 6, 'search_volume': 12100}, {'year': 2025, 'month': 5, 'search_volume': 9900}, {'year': 2025, 'month': 4, 'search_volume': 9900}, {'year': 2025, 'month': 3, 'search_volume': 9900}, {'year': 2025, 'month': 2, 'search_volume': 9900}, {'year': 2025, 'month': 1, 'search_volume': 18100}, {'year': 2024, 'month': 12, 'search_volume': 8100}, {'year': 2024, 'month': 11, 'search_volume': 9900}, {'year': 2024, 'month': 10, 'search_volume': 12100}, {'year': 2024, 'month': 9, 'search_volume': 9900}, {'year': 2024, 'month': 8, 'search_volume': 9900}, {'year': 2024, 'month': 7, 'search_volume': 9900}]"
lentils and potatoes,480,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 390}, {'year': 2025, 'month': 5, 'search_volume': 480}, {'year': 2025, 'month': 4, 'search_volume': 480}, {'year': 2025, 'month': 3, 'search_volume': 590}, {'year': 2025, 'month': 2, 'search_volume': 590}, {'year': 2025, 'month': 1, 'search_volume': 720}, {'year': 2024, 'month': 12, 'search_volume': 480}, {'year': 2024, 'month': 11, 'search_volume': 480}, {'year': 2024, 'month': 10, 'search_volume': 480}, {'year': 2024, 'month': 9, 'search_volume': 480}, {'year': 2024, 'month': 8, 'search_volume': 480}, {'year': 2024, 'month': 7, 'search_volume': 480}]"
lentils and rice instant pot,260,LOW,,0.02,"[{'year': 2025, 'month': 6, 'search_volume': 210}, {'year': 2025, 'month': 5, 'search_volume': 260}, {'year': 2025, 'month': 4, 'search_volume': 320}, {'year': 2025, 'month': 3, 'search_volume': 320}, {'year': 2025, 'month': 2, 'search_volume': 260}, {'year': 2025, 'month': 1, 'search_volume': 320}, {'year': 2024, 'month': 12, 'search_volume': 260}, {'year': 2024, 'month': 11, 'search_volume': 210}, {'year': 2024, 'month': 10, 'search_volume': 260}, {'year': 2024, 'month': 9, 'search_volume': 210}, {'year': 2024, 'month': 8, 'search_volume': 260}, {'year': 2024, 'month': 7, 'search_volume': 260}]"
lentils and spinach,590,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 390}, {'year': 2025, 'month': 5, 'search_volume': 480}, {'year': 2025, 'month': 4, 'search_volume': 480}, {'year': 2025, 'month': 3, 'search_volume': 590}, {'year': 2025, 'month': 2, 'search_volume': 590}, {'year': 2025, 'month': 1, 'search_volume': 720}, {'year': 2024, 'month': 12, 'search_volume': 480}, {'year': 2024, 'month': 11, 'search_volume': 390}, {'year': 2024, 'month': 10, 'search_volume': 480}, {'year': 2024, 'month': 9, 'search_volume': 880}, {'year': 2024, 'month': 8, 'search_volume': 480}, {'year': 2024, 'month': 7, 'search_volume': 480}]"
lentils and split peas,260,LOW,,0.19,"[{'year': 2025, 'month': 6, 'search_volume': 320}, {'year': 2025, 'month': 5, 'search_volume': 170}, {'year': 2025, 'month': 4, 'search_volume': 260}, {'year': 2025, 'month': 3, 'search_volume': 260}, {'year': 2025, 'month': 2, 'search_volume': 260}, {'year': 2025, 'month': 1, 'search_volume': 320}, {'year': 2024, 'month': 12, 'search_volume': 260}, {'year': 2024, 'month': 11, 'search_volume': 210}, {'year': 2024, 'month': 10, 'search_volume': 170}, {'year': 2024, 'month': 9, 'search_volume': 210}, {'year': 2024, 'month': 8, 'search_volume': 210}, {'year': 2024, 'month': 7, 'search_volume': 210}]"
lentils and sweet potatoes,1000,LOW,,,"[{'year': 2025, 'month': 6, 'search_volume': 720}, {'year': 2025, 'month': 5, 'search_volume': 1000}, {'year': 2025, 'month': 4, 'search_volume': 1000}, {'year': 2025, 'month': 3, 'search_volume': 1000}, {'year': 2025, 'month': 2, 'search_volume': 1000}, {'year': 2025, 'month': 1, 'search_volume': 1600}, {'year': 2024, 'month': 12, 'search_volume': 1000}, {'year': 2024, 'month': 11, 'search_volume': 1000}, {'year': 2024, 'month': 10, 'search_volume': 1300}, {'year': 2024, 'month': 9, 'search_volume': 880}, {'year': 2024, 'month': 8, 'search_volume': 880}, {'year': 2024, 'month': 7, 'search_volume': 880}]"
